,overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
1943441,1,,True,"04 13, 2012",A27BVKLQCW1LCK,B004RDWVUS,,Amazon Customer,"I was amazed at how easy it was to install this screen protector. Make sure, that your hands are clean before starting. I would recommend this screen protector to anyone who desires to protect their screen and investment.",Perfect Protection,1334275200,
290176,1,,True,"06 16, 2013",ASEATOKDW4AAC,B0002ZAIM8,{'Package Type:': ' Standard Packaging'},Doug805,"I love these old iPods, the batteries last forever. Apple should remake these just with more memory. Great product. It's very easy to charge and stow away in my bag . Then I can use my itouch and the batery will last longer in that too",iPod 1GB,1371340800,
1349220,1,,True,"01 2, 2015",A2ZEI9NPIOOORM,B001URGQY6,"{'Color:': ' Black', 'Length:': ' 1.5ft'}",wilgin,good very nice product.,Five Stars,1420156800,
3388544,1,,True,"06 14, 2016",AR15ZTDJZSZXU,B00CRBA9D8,{'Color:': ' Car Cassette Tape Deck Adapter'},Erika,Works great. Good sound. Would buy another.,Good quality,1465862400,
1279131,0,,True,"07 8, 2015",A38RB08BY91ZU9,B001PI9AAC,"{'Size:': ' Value not found', 'Item Package Quantity:': ' 1', 'Package Quantity:': ' 1'}",FlakyGenius2,"had to re-do some of the pins/wires (loose, slipped out of connectors upon use).","eh.  some loose pins/wires I had to rehab, but no biggie, just not reliable for noobs who don't watch for that common prob.",1436313600,
2056612,0,,True,"06 6, 2016",AN5VZO9A9EQYS,B0051XDOZO,,Amazon Customer,Does not fit well to the flash head,One Star,1465171200,
6131541,1,,True,"12 28, 2017",AZ6NAGQEIIBJX,B0002Y5WZC,,Amazon Customer,This bag is a great size and is of good quality.  I really love it.,Five Stars,1514419200,
3430190,0,56,True,"09 17, 2014",A3RVZ066ZI7T5R,B00D3MJ152,,Young Farms,"The only thing i like is that it is wireless, the cameras are not that clear, they brag about the clarity, but unless you're two feet away, its not that clear... The cameras are big, to compensate for the wireless radio inside it. The black box is alittle POS... Everytime i try the Live View, it usually does not connect until after the 5th try! And then i can watch something happen in reality and won't see it happen on the live view for sometimes another 1-2 minutes... and you don't recieve the box that is on the picture, not sure the recieved one is better or not? If i didn't already have it set up and cameras in odd places that are not worth messing with, I would try to get a refund. Atleast i would want better picture quality, but i don't have $100 per camera to replace them all with "" Higher Quality Cameras""",Known for non-Quality,1410912000,
6526016,1,,True,"12 23, 2012",AVC0OGKVRVISE,B00JCCKN54,{'Color:': ' Black'},Eagle Eyes,"This is an inexpensive tool/material to have on hand in case of an emergency or when you need to back up your internal hard drive.  After my hard drive upgrade, I am using my old had drive as an external drive housed on this enclosure.  Very handy and very inexpensive.  I'd recommend to have 1 or 2 on hand.",Handy to have on hand,1356220800,
6686448,1,,True,"04 17, 2018",A1OPQEUK3SR6XQ,B0185WN664,{'Color:': ' Purple Spells'},Brandon,Very nicely made! Feels like a real book.,Four Stars,1523923200,
5773783,0,,True,"03 19, 2018",AVL4NXYE9Z9UZ,B019U00D7K,{'Color:': ' Black'},eopage18,"The sound and noise cancelling worked very well.  However, if you are looking for microphone usage look elsewhere as the micropohone on this is very poor.  I returned them after multiple complaints that I sounded distant, could not hear me without me speaking very loudly, to a point of be uncomfortably loud from my end.",Microphone NOT usable,1521417600,
1813668,1,,True,"06 15, 2015",A2SXX3M44HCLV9,B004B52LHU,,Michelle,durable screen protector.,Four Stars,1434326400,
2538598,1,,True,"04 12, 2013",A2AD83IJ7XA3VI,B0074FGNJ6,{'Size:': ' 46-Inches'},Ken Searles,"This tv does not do 3d like the samsung material said it should, however this tv rocks. IT is a great price, super crisp image even with motion and games. I love the Smarthub and internet ready stuff. IT has apps and does every movie service I can think of. I even found a few that I don't use that I will look into.",No 3d,1365724800,
2001204,1,,True,"11 20, 2014",AY4EXPQ2XIL0D,B004WZGDBY,,Jeff,"Very good cords for the price, shipped right out too.",Five Stars,1416441600,
4415582,0,,True,"12 20, 2017",ATEMEMWQ3YRIC,B00LCNGQJI,,R. Glenn Gragg,Cool idea but something went wrong second time I used it.  Somehow the volume is reduced coming out of the device into my radio.  Tried it in multiple radios - no go!  Like the product and will try again.  DeWalt kind of sucks for customer service too.  Which makes for a two instead of a three star rating.  Figured must be some easy fix but no easy way to contact them. Back to Amazon with it.  Guess it aint Dewalts problem!,Bummer!!,1513728000,
5786386,1,2,True,"08 13, 2017",AI5EIS34J73QB,B01A7G35S0,"{'Color:': ' Silver', 'Style:': ' Triple Driver In-Ear'}",Amazon Customer,"The sound quality is truly terrific.

I have very good around the ear headphones but all headphones that touch my ears (even slightly) physically irritate me so I needed a high quality in the ear headphones at a reasonable price.

* There are enough included earbuds to find one that will fit your ear canal.
* The passive earbuds keeps out a tremendous amount of ambient noise.
* The cord is thick enough so that the cord doesn't wind up into a tangled mess.  With my other lesser expensive (but not cheap) wired headphones with long thin wires, I spend more time untangling the wires than listening.
* According to people I'm speaking to on the phone using the built-in microphone, they said that my voice is coming is loud and clear so I don't have to raise my voice to be heard.

There is one downside:  The volume controls do not work properly on the very latest 2017 Macbook Pro 15"" retina.  The volume goes all the way up or down just by pressing the volume control once.  I *don't* have this problem with my new iPad Pro or my 2013 Macbook Pro 15"" retina (also running 10.12.6) or my iPhone 6s+.  The Quads also have this volume control problem (I also own the Quads).  However, note the product description: '1MORE Triple Driver In-Ear Headphones (Earphones/Earbuds) with Apple iOS and Android Compatible' -- it doesn't say MacBooks.

The sound quality on these headphone is too good to return them so I'll use the 2017 Macbook Pro volume controls.

iMore is aware of this problem.  Although they were not able to resolve the 2017 Macbook Pro volume control issue, their customer service is superb.  They quickly got back to me.",Superb sound quality. Lots of additional earbuds. Great passive sound reduction.,1502582400,
4960800,1,,True,"09 26, 2017",AFBJIVAF72WGA,B00SLVB71Q,{'Color:': ' Single Driver IEM (Clear)'},Zigurd Mednieks,"Cheap enough to use commuting, way more than good enough. Found myself listening to my music collection with a new appreciation.",Amazing performance at a reasonable price,1506384000,
4369631,1,7,True,"03 31, 2015",A256SA0PNN78BD,B00KYEO70Q,,aljacobs,"Being an ARCA SWISS fan of quick releases plate and having a slew of Tripods, monopods, brackets and other paraphernalia some items don't really need a 60 or 70 dollar plate holder.  It's extremely lo-cost for what you get.  Its in a category of products I buy for the workings and not the perfection in the paint job.  No one sees it generally and it locks up tight. It also has a notch on the bottom for tripods with a stem that is used to align it and lock it in place.  The screw and 3/8-1/4 adapter can be used both ways thus it can fit almost anything.",GREAT PRICE - DOES THE JOB - Very Adaptable.,1427760000,
1817893,1,,True,"07 11, 2016",A2Z8U1JX1CL5E2,B004BVALYY,,Houssein Nasseri,It works perfectly and it is great.,Five Stars,1468195200,
1570819,1,,True,"01 6, 2015",A1X2EMMJP992X5,B00385VWKG,,1970sBush,Works great! Moving through a year with heavy use.,Going 1+ Year,1420502400,
5854607,0,,True,"05 16, 2016",A16EUIO7G2ITLF,B01BYK7IA4,,Phenomenal Alien,"1) The product's volume buttons only change your music selections- you must change the volume through the phone.
2) The other ear hook/battery keeps telling me that it requires pairing.
3) The ad says that it's waterproof/weatherproof and show the product as being wet. The instructions say don't get it wet.
4) The fact that it only services the right ear is forgivable since that is the ear that I prefer.
5) The one star is for it arriving on time
I do not see how this was ever a $70 product but I do see why it's only $23. It should be less than that...",It's cheap for a reason,1463356800,
1679583,1,,True,"01 13, 2013",AX54SERPFZH5Y,B003UH0Z9Q,,Tyler Rallison,Works great. Bought it about a year ago and still been using it almost daily. Works really good to connect phones to tv to stream Netflix.,Works great.,1358035200,
604388,1,,True,"12 13, 2009",A8FPP1EYJMQK8,B000NVR9SM,,Philippe Jean Jorat,Arrived on time and well packaged. Not connected yet but I assume it will work as flawlessly as the others that I have.,Network Camera,1260662400,
225482,1,,True,"11 20, 2013",A2ZN9BHG0SFVWE,B0001M4E72,,Rixkster,Clear and light weight.  Fits comfortably. This headset does the job. It provides a clear connection.  I have one in my office and bought an adaptor so I can use a second one with my mobile phone in the car.,Clear calls and light weight.,1384905600,
2326517,1,,True,"01 2, 2014",A3845G5NW1T2WB,B005QBHNTY,"{'Size:': ' 6 pack', 'Color:': ' Clear'}",Mamma,"I take my Kindle everywhere - even on cruises- so it is important that I have a good, secure protector to protect my screen from scratches and any other damage. These are easy to apply and are very clear.",Screen protector,1388620800,
6453621,1,,True,"03 26, 2015",A32RLTHPBRFB55,B00DEWU3NA,,Elzy,Does it's job,Four Stars,1427328000,
5251081,1,,True,"03 3, 2016",A2CE7ARYGRPD1U,B00XNG0UFS,"{'Color:': ' Gold', 'Style:': ' 10 Feet'}",auntbubbles,I love the long cord that is useful many times when I'm not close to an outlet and don't want to use an extension cord.  It is difficult to plug into some phone cases because the part that connects the cord to the phone plug in part.,I love the long cord that is useful many times when ...,1456963200,
3135791,1,,True,"08 15, 2016",AR83BWCBNR8VN,B00B6M0ZV0,{'Color:': ' Black'},Pedro F.,"Perfect lock for my laptop. I can leave it locked to my desk and not have to worry. Shipping was fast, arrived undamaged, and overall a great purchase! highly recommended.",Perfect lock for my laptop,1471219200,
3300109,1,,True,"06 9, 2015",ARRVDJO2U71N5,B00C53CY2C,{'Size:': ' PC2-5300 2GB Stick'},SBoutlaw,Worked like a charm for my Toshiba laptop.,Nice memory upgrade.,1433808000,
4819508,0,,True,"07 17, 2016",A141G1BZZLT8JK,B00PUNFUMA,,Rahquieh Bryant,"The pictures taken with this camera, wasn't of the best quality.",Meh!,1468713600,
4630061,1,,True,"03 2, 2017",A2832XTUB8MQTT,B00NG9TSG4,,Security 101,"Service is everything with an excellent warranty process.

Unit was initially purchased in 2015 and display slowly went blank and then eventually quit completely.

Reached out to vendor, and was replaced free of charge, after being out of warranty.",Excellent service and warranty replacement - even when out of warranty,1488412800,
4398052,1,,True,"12 27, 2014",A1J88KZQGVVNH0,B00L4IDA04,,SCS,"Incredible sound, very easy to pair iPad and iPhone.  Works flawlessly.  Highly recommend",Phenomenal sound,1419638400,
3918633,0,,True,"05 21, 2015",ABZYV5WBGJ2E7,B00H2QUD9S,{'Color:': ' Red'},Amazon Customer,"Pros:

1. Bluetooth
2. No cord to get in the way.

Cons:
1. Not a stereo.
2. Poor fit for me making my ears hurt.

Returned it.",Poor fit for me making my ears hurt,1432166400,
840163,1,4,True,"11 18, 2008",AH0SF3O7K4TWW,B0015ADWMW,,Ernesto Dc Silva,"For a lot of users that have bought the IPod Touch like me, and have felt a little left behind for not being able to have recording options, say no more. The Griffin TuneBuds is Awesome.

Unlike the hacked mics that plug into the charge port(not available for the 2g anyway yet) the Tunebuds is very lightweight. The ear buds themselves are very stable in your ear, it does not come off easily like most of us have experienced with the IPod earphones  (very bad). ItuneBuds does come with different size buds. It is almost total noise isolating. The cord is nylon, unlike anything I have ever seen before. It's different, I'don't know if it's better, but I've noticed it is easier to untangle than a regular rubbery cord.

Now the Mic is the greatest feature of this device, and I love it for being so unexpensive and cool looking. You can use Griffin's app for the Ipod touch, or any other voice recording app. Most of which are free from the app store. One I highly recommend is Evernote.

The recording quality of the Mic is great, it's not perfect but it sounds like a cell phone call. Pretty great for the price. I use it a lot to create little reminders and to - dos. I can name the files whatever I want and choose what quality recording I would like. Very nifty.

The button on the Mic works as a control for your music player as well. Hit one play/pause. Twice skip forward, 3 times skip backwards. I just love being able to do that without having to tap my way into the music player everytime I need to skip a song or pause for a second. It works from any application you're in as long as the application doesn't have music audio (youtube, tap tap revenge) The music stops automatically.

Now the thing that I bought this mic for and really Amazes me for the coolness of being able to do it is making Voip calls with it. I use it with skype and wlm to make call when I'm on a hotspot. That works like magic it's unbelievable and I love that. The people tell me they can hear me well and that makes me proud of my purchase.

I really see no cons for this device. You should buy it.",Awesome headset. Unexpensive and useful.,1226966400,
303317,1,,True,"11 9, 2015",A3209GS59SLH01,B00066FHEW,"{'Size:': ' 80mm', 'Style:': ' Blue LED'}",Otto,"Good fan with a nice blue glow.  I put three of these on my desktop to replace the original three.  Only complaint is that with three of them going, it is pretty loud on the high setting.  I have since dropped them to the lower speed (appears that my temps are fine with them at that speed) and the noise is tolerable.  Loud enough that I usually turn the computer off at night, but not too bad.  Good product for the price.","Loud, but good",1447027200,
4270947,1,,True,"03 26, 2018",A159YMRUIMH08L,B00K4NVRRI,{'Color:': ' Red + Black + Silver'},Amazon Customer,Works well. We use them all the time. The length is nice.  Like the replaceable tips,The length is nice. Like the replaceable,1522022400,
1256552,1,,True,"08 27, 2014",A31DNQF2G1NWQK,B001N4KGNS,,Christopher Matthew Portwood,This is a no frills case for a cheap laptop/portable monitor.  For the price I give it 4 stars.  It is good for a ultra budget case.  It fits well in my backpack.,Quality no frills case.,1409097600,
5036187,1,,True,"08 31, 2017",A3NNKZQOYIJTYJ,B00TRC3YF0,,Jill,"I have a version one Rexing dash cam.  It's good but the 3M tape doesn't hold up in the heat very long.  So when I saw this newer model has a suction cup option, I bought it to replace the V1 for the windshield.  Version one is moved to the back sitting on the higher area, so the tape is simply holding the V1in place and doesn't fall off every week.  One thing I noticed is no crazy driver wanted to be behind me anymore when the driver saw the camera.  No more pushy or tailgating cars.  They change lane and continue their crazy driving to other cars.
This dash cam is as good as the V1.  Camera is the best part.  Image is clear and wide angle.",It's good but the 3M tape doesn't hold up in the ...,1504137600,
2089089,1,,True,"05 9, 2013",AVAZ6D9Y40MRZ,B0055T6UNM,,Manuel Hernandez Sr.,I used these on a job I was doing for some customers of mine and they worked out perfectly. They were a little larger then expected but they did hold a solid connection of the wire and the final product just looked clean and professional. They were happy and so was I.,Very nice fork connectors,1368057600,
5683333,1,2,True,"04 26, 2016",A2X7CBCKAG54NY,B017HJMLDU,,djensen47,"I rated this only 4 stars because when compared to the WASD 40A, these are noticeably harder. I'm guessing they are not as hard as the black 50A o-rings I've seen sold on Amazon but they are too hard for my purpose. However, if you think the WASD o-rings are too soft, these might be the ones for you.

I'll be returning these O-Rings because the hardness is more than",Probably harder than 40A,1461628800,
4750080,1,3,True,"08 3, 2016",A2MGTQ264GO9VO,B00OP2PUB8,"{'Color:': ' Black/White', 'Capacity:': ' 140mm'}",Ed,Now with these fans running and pulling air through the Corsair H115i radiator my computer doesn't sound like a small turbine engine. Replaced the stock Corsair fans with these and it's a big difference.,Only hearing air flow now!,1470182400,['https://images-na.ssl-images-amazon.com/images/I/61q1ZxWNuxL._SY88.jpg']
5590282,1,,True,"07 14, 2016",A1J0KVCKPOX7MI,B015PR20GY,{'Color:': ' Single'},Macon,"Incredibly easy to use and very effective access point. The controller software is easy to use and offers great features.  Bought this one for my home, but we install these in businesses and schools all the time.  They are excellent units",Incredible performance and control for the price.,1468454400,
1332838,1,,True,"09 6, 2015",AO6ZXE8NY5C9S,B001TVAU0E,"{'Color:': ' Black', 'Capacity:': ' Blu-Ray 2.0'}",Jason A. Cox,Great portable blu-ray reader for iMac and MacBook.  Hook up was easy and simple.  Single USB cable provides power and data for the iMac (also comes with separate power cable if your USB port doesn't have enough power).,Great portable blu-ray reader for iMac and MacBook,1441497600,
5592890,1,,True,"10 2, 2016",AJP1PJYAEXA71,B015QIC1PW,,Jorge Lucngeli Obes,"Bright LED flashlight, good radio reception (including weather bands), convenient crank for charging. Great for emergencies.",good radio reception (including weather bands),1475366400,
4625060,0,2,True,"01 21, 2016",A1K31GQ7VFOT6A,B00NEWZ8EY,{'Style:': ' Base'},Amazon Customer,Worse sensor noise I've ever seen. I can't believe Canon would sell a camera this bad!,"High sensor noise, not acceptable.",1453334400,
3606834,0,,True,"04 6, 2015",A72KBM7NDCCF8,B00E98O7GC,,Mac,"Sent first one back would not connect-after some time with customer support finally got replacement to connect. I live in a single story stick frame home router is in kitchen. After trying every outlet in the house finally got finally got 5 signal bars on booster however only raised my signal in the problem areas of my home from poor to good only excellent reading was next to booster, also occasionally drops signal and needs to be rebooted. Looks pretty all lit up but does not deliver on promise.",Money not well spent !!,1428278400,
3343212,0,,True,"05 25, 2015",A3KM0V90KXYO60,B00CFLBU88,"{'Size:': ' 3 Feet', 'Color:': ' Blue'}",Phoenix,"Does not charge device at all! Only useful for data tranfer, which I don't need when everything is in the cloud.",Useless Product,1432512000,
4888935,1,,True,"08 15, 2016",AOOQP2KB82L9M,B00R92CLD6,,GeorgiaDawg,"Great item.  I also own Amped Wireless and this Netgear unit was so much easier to set up.  We have a 5000sf home and these units are necessary for the family room and kitchen areas.  It works great, provides a strong signal and in the 2 months I've owned it, it has never lost its connection once.","Great Item!  Easy Setup, Reliable Connection",1471219200,
4081003,1,3,True,"09 28, 2015",A1MU6L7JWHQ4UK,B00IFEAXCI,,BusinessOwner,This product fits my 2016 F350 Platinum very well and looks great! Good quality product with excellent fit! Thanks!,... fits my 2016 F350 Platinum very well and looks great! Good quality product with excellent fit,1443398400,
1691241,1,,True,"11 14, 2016",ATNM6504PPJZK,B003WGJYCY,,mtnbikr66,"great capacity for making videos or downloading music,I've compared prices on amazon and walmart and amazon has no taxes,basically the same price",good sd card,1479081600,
5288676,1,,True,"02 18, 2017",A1T5ZZ8HXBTDIJ,B00YI8CY6I,{'Color:': ' Black Gen 2'},Flyingk1w1,Works great with my Mac Book Pro.,Five Stars,1487376000,
5780238,0,,True,"01 5, 2017",A1NFZ13T0RZDC0,B01A0ZRQD8,"{'Size:': ' 8GB RAM, 2TB HDD', 'Style:': ' Intel Core i3'}",Will Evans,"I burned up the motherboard on my Mid-2011 iMac (i5 21.5"" with 16GB RAM) back in September and found myself without a computer for editing photos and 1080p video. When this computer went on sale for less than I could by a comparable components (mATX/mITX motherboard, i3-6100, 8GB RAM, etc, AND Windows 10 licence) I knew this was the route I was going to take.

Does this rig work for editing photos? Yes! I thought the low-power Sandy Bridge architecture from my 2011 iMac was doing just fine until I imported about 100 raw files into Capture One on this machine. My jaw dropped. It handled each 16MB RAW file as quickly as my old machine worked with plain jpgs. I went to Userbenchmark.com and it appears that the high clock speed of the i3-6100's dual cores combined with the well above average I/O of the 2TB HDD combine to make it more responsive than you'd think a machine at this price point would be. I'm not saying it's as responsive as some of the SSD machines I've worked on, because it's not, but this HDD is fast enough that you aren't searching the couch cushions for change to buy an SSD as an immediate upgrade.

Does this rig work for editing video? I don't know......yet. The HDD is definitely large enough for most 1080p work, but I haven't had a chance to edit anything since I've only had this computer for about a week now and I've been busy trying to catch up on editing all the photos of the past three months.

Conclusion:
This is the machine to get if you need a photo work station and you're on a budget. If you desire a really responsive machine, get the Crucial MX300 M.2 (2280) SSD which works with the SATA-only M.2 slot on the motherboard. I paid $350 (on 2016-12-22) for this and at the time nothing was all that close when it came to pace and space, even if I built it myself.","Fast enough to edit photos rapidly, not reliable enough for regular use!",1483574400,
3654472,1,,True,"12 14, 2016",A2Z5VSPXG390NJ,B00ENMK1DW,,Lumbermouth,"Exactly what I wanted in a set of headphones.  Long detachable headphone cord, breathable ear cushions, very light on the head and can be worn for many hours at a time while staying comfortable.  Very well made and they sound great on top of all of that.","No gimmicks, just excellent headphones",1481673600,
1591693,0,2,True,"10 11, 2011",A2Q54DTCY3FY5A,B003CJTR8M,{'Product Packaging:': ' Standard Packaging'},I. Rovang,"I bought these to replace a pair of&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Philips-SHS391-Behind-The-Head-Headphone-White/dp/B000G35RZO/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Philips SHS391 Behind-The-Head Headphone (White)</a>&nbsp;headphones (which I liked quite a bit, but the cloth padding wore out).  The sound quality of this new pair sounds good enough for my non-audiophile ears, and the cloth-covered cord seems nice and sturdy.  But holy cow, I can't stand the way these rest on my ears.

The problem isn't that these squeeze my head like a vice; leaving them stretched out overnight (or maybe a week or two) can tame them well enough.  The main problem is that the hooks dig in over my ears, and the outer rim of the earpieces dig into my ears too.  Look at the picture; the inner black padding compresses when you wear it, which leaves the not-remotely-round-edged gray plastic rim pressing into your ear-flesh (unless your ears are no larger than a quarter, in which case they will fit neatly within the cushioned area).

My previous pair had cloth all the way around the back sides of the earpieces (where the gray rim is on these), which made them really comfortable (and yet that model was rated terribly for comfort -- wha?).  Of course, that side cloth was what wore out so readily on my old pair...  At this point, though, I think I'd prefer low-durability comfort.

Anyway, if these headphones fit you better than they did me, then you'll probably enjoy the sound quality and the durable cord.  I don't fault them for anything but causing me bodily pain.",Works great but almost unwearable,1318291200,
4267203,1,,True,"04 21, 2017",A2QG4YM2SQI8AM,B00K35MU0K,{'Color:': ' Red'},Chase,"These are pretty nice. Look sharp, comfortable, and give a nice quality sound.",Sweet,1492732800,
3752909,1,,True,"06 25, 2015",A2BDYF2OD1LL0U,B00FE690DI,"{'Size:': ' 15.6-Inch', 'Style:': ' WXGA, USB 3.0'}",Brandon turner,"I actually received the + version of this at 1080P its nice , very thin compared to others . easy to install and comes with a case , the screen is pretty decent , I am comparing it to a MacBook pro retina so that's going to look better , but still nice. plenty bright. only small complaint , the case that acts as a stand is not perfect , could use minor design modifications. and the usb 3 plug kind of gets in the way , would be nice to have more than one plug location or something , sticks outthe side too far when plugged in.","... received the + version of this at 1080P its nice, very thin compared to others",1435190400,
652802,1,5,True,"02 20, 2009",A1REKO49FDPD63,B000RZDBM2,,M. Thomas,"I first heard of Tivo 8 or 10 years ago and always believed it was an expensive gimmick. Over the years, I have grown to despise Cablevision here in NY - for denying millions the NY Yankees for a whole season - and for constantly raising their rates while arrogantly lowering their service quality. I used their SA 8300 HD DVR for 4 years and grew to like it for mostly conceptual reasons. However, I concluded that for $10 a month plus the $6.50 receiver charge, it was woefully lacking in sensible features. It also routinely failed to record shows that were programmed and required a high degree of management by the user. I finally decided to try an HD Tivo this year. I purchased a standard HD Tivo and, like some other great products, asked myself ""Why didn't I do this years ago??"" After two visits from Cablevision, including one tech who was a complete incompetent, the cable card was installed and I began using the Tivo. I got the lifetime service subscription and use a wirelsss G adapter. I would advise anyone who makes this purchase to plug in and install the Tivo 2-3 days before your cable company comes to install the card. It will take a day or two for the unit to get firmware upgrades needed for the cable card to function properly. My favorite features are the ability to program your recordings online, the Season Pass feature, and Tivo suggestions. Additionally, Tivo service offers the user the ability to search for programs by keywords, actor, or director. I am completely blown away by the features that merge the DVR with the internet. For those who like cable tv's ""on demand"" services, fret not: As a Netflix subscriber, I can watch any movies or programs that are available as ""Watch Instantly."" Though the picture quality is not HD, there are thousands of documentaries and older movies that I can watch when picture quality is not a priority. To summarize, Tivo is a quantum leap over current cable company-issued DVRs. It's like comparing the Model-T Ford to the Starship Enterprise. I will purchase an additional Tivo when the tuning adapter issue is settled. I also use a Western Digital My DVR Expander, for a total capacity of about 93 hours of HD recording capacity. If you're wondering about my total HT setup, I use the Tivo HD with a Sharp Aquos 42 1080P, a Sony Blu-ray 350S, and a Bose Lifestyle V30 HT system. Bottom line, the cable card costs $2 per month, so I don't have to pay Cablevision $14.50 per month. After about 3 years, I am ahead cost wise with the $399 lifetime subscription. Liberate yourself from your arrogant cable company. There are so many better choices out there. Without a doubt, I love this product and will never, ever go back to Cablevision's crappy, expensive equipment. If you watch lots of TV and lead a busy life, the Tivo HD is a fantastic product and a great value. I highly recommend it!!!",Liberating!,1235088000,
3438097,1,,True,"01 27, 2016",ADNKRTPMXPECU,B00D601UC8,{'Size:': ' 22-Inch'},KLO,Great monitor and was easy to install.  Speakers aren't very loud though because they are so small.,Five Stars,1453852800,
2655879,1,,True,"07 23, 2015",AXW988UR1O5CE,B007PJ4PN2,,Savontb82,I was looking for a wireless keyboard for work. It needed to be small with a number pad and USB receiver. This arrived in perfect condition. All I had to do was plug in the receiver and remove the plastic strip. The driver installed automatically and I was typing away in less than a minute.,Great value!,1437609600,
2634943,1,,True,"09 27, 2017",A3H2KJUTKEDL84,B007KMCVE4,{'Size:': ' 2 Batteries'},Kjartan,"After charging they worked well.  Seemed to be similar to the Canon battery, or very close.  No complaints here.",Works fine and low cost,1506470400,
3242600,1,,True,"03 1, 2014",A1UCBOHR0BSNSW,B00BQX5MDA,{'Color:': ' Yellow'},terry,"i treated myself to a go pro3plus  a few months ago and my son has been laying a guilt trip on me every time i see him about him not having a go prorather than buying him a go pro, to shut him up i bought this camera hoping  to  buy him off at half the price.

received it lightening quick from amazon at a price nobody came close to.it is cooler than i thought and really well built with great pics and videoit looks like it will hold up well even in the marine environment.",so far so good!,1393632000,
4397732,1,,True,"08 25, 2015",A2TRCJ5JXBP2RX,B00L4HWY3E,,JR,"Bought this maybe about a year ago, never remember to review the things I buy, but its still going strong. Gives good signal around my apartment. Solid.",Gives good signal around my apartment,1440460800,
4577610,0,,True,"05 2, 2015",A31GN10OIYG5UX,B00MWCJ8VQ,,Belle Voce,"Couldn't get it to work after the first use! On the hotline with customer support - no help after 2 hours. Returned. Looked like, if it worked, it would have been great.",Non-functional,1430524800,
5706541,1,,True,"10 9, 2016",A9LZ6MRFYI6US,B017XSSOEU,,Nor&#039;easter,Very powerful pillow speaker! I purchased it for my radar detector as the volume out if the radar was very low. Not anymore thanks to the TTSAM pillow speaker!,Great Pillow Speaker!,1475971200,
6066108,1,,True,"08 21, 2017",AW73UMOMTX9KF,B01GITWG5S,,nick wilson,Very nice head deck. Still figuring out features because it has everything but nave and XM built into it,Five Stars,1503273600,
5330562,1,,True,"12 18, 2016",A29324K5BW4DXY,B00ZP8XJ1Y,{'Color:': ' 4K HDMI Audio Extractor'},Malcolm Gage,"This unit will not work with the new Apple TV (4th Generation). I have several Apple TV's and the each of them are connected via HDMI with Audio running through Optical and this unit would not power up to transmit sound or video. The unit is small and does not come with a power adaptor, therefore it may work for just transmitting for laptops or in a kids room, but it will not work with the new Apple TV. Very disappointing as it's advertised to work with it.

UPDATE: So Im updating this review because Tendak actually reached out to me directly and sent me a new unit to test with the 4th Generation Apple TV. After setting the new unit up in my media room, the unit works perfectly well with the 4th Generation Apple TV. The sound and picture have been recreated perfectly, however, the only thing keeping me from rating it 5 stars is that the unit includes a Mini USB to USB cable to provide power to the unit, and it should have an actual AC Adaptor for the power to be provided. Fortunately I was able to just plug the USB cable into my cable box to provide power (which it needs), but it does work. Without the additional power, it will not power up the Apple TV.",Does not work with 4th Gen Apple TV - UPDATED!! It works...,1482019200,
6592743,0,,True,"02 12, 2016",A1UEUZEHV3JXXH,B00Q9ZD9WQ,,JB,Picture is good. Mine came with mount stripped and scratches on it.,Two Stars,1455235200,
2002984,1,,True,"01 20, 2014",AQINPIMC09ZAT,B004X63JWS,{'Color:': ' Black'},JStewart,"This case is great, just the right size.  I really like the modular drive bays that can be reconfigured to work well for your setup.  The watercooling potential for this case is great (still on air at the moment) if you are willing to do some minimal modifications.  With mods you can fit a 360 radiator in the top and a 140 in the front, should be enough for all but the most extreme benchmarking systems.  The included fans are nice enough, they are quiet and move a lot of air for the noise level.  The fan controller works well enough, actually my setup runs very cool at the lowest fan setting so I don't really need to turn it up ever.

On to the cons of this case, they are not deal breakers but should be noted before buying this case.  The first is that this case hasn't been update since it was released.  Unfortunately that means that there is only 1 USB 3.0 port on the front of the case and that it is connected via a pass through cable that needs to be routed to the back of your motherboard.  Obviously this isn't a huge deal but I just feel like it would be easy to update to a internal header.  What I ended up doing is getting a header (the Anker Uspeed USB 3.0 3.5 inch Front Panel with 2 USB 3.0 Ports Hub) and mounted that in a drive bay and connected everything up.  Ended up very clean but I still wish it had a additional port on the front.

One more thing to note, the black 600T that I am reviewing is the mesh version of the case and does not include the window.  The description here was misleading (copy and paste from either the silver or white) and said it included both the window and mesh insert but it does not...Unfortunately I was forced to buy a windowed panel at an additional cost because that is what I wanted.  There is no black version that includes the window at this point, I think that is a mistake on the part of Corsair.  If you buy this case and the window it should come out to the same price but the shipping will cost you extra so it ends up being more expensive.  If they offered the window without a complete side panel it would be much better, unfortunately at this time they do not offer just the window and hardware for some reason.

After I got everything and paid for the window I am still happy with this case.  It looks great and is a nice size with nice features and is still cheaper than some other comparable cases...There are cheaper cases but I think the features of this case justify the price.",Great Case At A Great Price,1390176000,
